dia,open,last,close,date,symbol,exchange,hora,weekday,high_max,low_min,volume_sum,spline
2020-06-01 00:00:00+00:00,182.54,182.83,183.25,2020-06-01,MSFT,IEXG,24:00:00,Monday,183.0,181.46,22668821.0,0
2020-06-02 00:00:00+00:00,184.16,182.27,182.83,2020-06-02,MSFT,IEXG,16:26:26,Tuesday,184.225,181.355,19203880.0,0
2020-06-03 00:00:00+00:00,183.94945465911087,181.80295430750405,183.7686533343014,2020-06-03,MSFT,IEXG,,,185.21670015535025,181.26175110664016,100222707.22891998,1
2020-06-04 00:00:00+00:00,184.3,182.92,185.36,2020-06-04,MSFT,IEXG,24:00:00,Thursday,185.84,182.3,144504275.0,0
2020-06-05 00:00:00+00:00,182.62,187.2,182.92,2020-06-05,MSFT,IEXG,24:00:00,Friday,187.73,182.01,73294858.0,0
2020-06-08 00:00:00+00:00,185.94,188.36,187.2,2020-06-08,MSFT,IEXG,24:00:00,Monday,188.55,184.44,110037074.0,0
2020-06-09 00:00:00+00:00,188.0,189.8,188.36,2020-06-09,MSFT,IEXG,24:00:00,Tuesday,190.7,187.2605,118146916.0,0
2020-06-10 00:00:00+00:00,191.24511784214832,187.52271768314318,186.55992841465843,2020-06-10,MSFT,IEXG,,,191.06170206256473,188.22038402000115,120959082.01682658,1
2020-06-11 00:00:00+00:00,191.71071513827187,187.22191920033848,185.57595942628242,2020-06-11,MSFT,IEXG,,,191.79625174021214,188.50985696065254,127589555.65968592,1
2020-06-12 00:00:00+00:00,189.5355570113603,187.96878449240597,185.79957661681684,2020-06-12,MSFT,IEXG,,,192.1924696288085,187.44281431260293,121415514.20416416,1
2020-06-15 00:00:00+00:00,184.58,188.94,187.74,2020-06-15,MSFT,IEXG,24:00:00,Monday,190.82,184.01,85814135.0,0
2020-06-16 00:00:00+00:00,192.89,193.57,188.94,2020-06-16,MSFT,IEXG,24:00:00,Tuesday,195.58,191.46,43252963.0,0
2020-06-17 00:00:00+00:00,195.03,194.24,193.57,2020-06-17,MSFT,IEXG,24:00:00,Wednesday,196.32,193.69,91797328.0,0
2020-06-18 00:00:00+00:00,194.0,196.32,194.24,2020-06-18,MSFT,IEXG,24:00:00,Thursday,196.49,194.0,67997961.0,0
2020-06-19 00:00:00+00:00,198.59,195.15,196.32,2020-06-19,MSFT,IEXG,24:00:00,Friday,199.29,194.37,109200546.0,0
2020-06-22 00:00:00+00:00,195.79,200.57,195.15,2020-06-22,MSFT,IEXG,24:00:00,Monday,200.76,195.2301,91637240.0,0
2020-06-23 00:00:00+00:00,202.09,201.91,200.57,2020-06-23,MSFT,IEXG,24:00:00,Tuesday,203.95,201.425,170908697.0,0
2020-06-24 00:00:00+00:00,201.6043,197.84,201.91,2020-06-24,MSFT,IEXG,24:00:00,Wednesday,203.25,196.56,115024024.0,0
2020-06-25 00:00:00+00:00,197.8,200.34,197.84,2020-06-25,MSFT,IEXG,24:00:00,Thursday,200.61,195.4675,120706143.0,0
2020-06-26 00:00:00+00:00,199.73,196.33,200.34,2020-06-26,MSFT,IEXG,24:00:00,Friday,199.89,194.88,279889601.0,0
2020-06-29 00:00:00+00:00,195.78,198.44,196.33,2020-06-29,MSFT,IEXG,24:00:00,Monday,198.53,193.55,90269237.0,0
2020-06-30 00:00:00+00:00,197.8816,203.51,198.44,2020-06-30,MSFT,IEXG,24:00:00,Tuesday,204.4,197.74,115497716.0,0
2020-07-01 00:00:00+00:00,203.14,204.7,203.51,2020-07-01,MSFT,IEXG,24:00:00,Wednesday,206.35,201.77,108056267.0,0
2020-07-02 00:00:00+00:00,205.68,206.26,204.7,2020-07-02,MSFT,IEXG,24:00:00,Thursday,208.02,205.0,115289370.0,0
2020-07-03 00:00:00+00:00,207.6437719039565,211.3738357397524,206.75562092550098,2020-07-03,MSFT,IEXG,,,210.31718859061547,206.48813794641129,131336092.98726717,1
2020-07-06 00:00:00+00:00,208.83,210.7,206.26,2020-07-06,MSFT,IEXG,24:00:00,Monday,211.13,208.09,129439945.0,0
2020-07-07 00:00:00+00:00,210.45,208.25,210.7,2020-07-07,MSFT,IEXG,24:00:00,Tuesday,214.67,207.99,93789778.0,0
2020-07-08 00:00:00+00:00,210.07,212.83,208.25,2020-07-08,MSFT,IEXG,24:00:00,Wednesday,213.26,208.69,78072929.0,0
2020-07-09 00:00:00+00:00,216.33,214.32,212.83,2020-07-09,MSFT,IEXG,24:00:00,Thursday,216.38,211.47,131674811.0,0
2020-07-10 00:00:00+00:00,213.62,213.67,214.32,2020-07-10,MSFT,IEXG,24:00:00,Friday,214.08,211.08,81795912.0,0
2020-07-13 00:00:00+00:00,214.48,207.07,213.67,2020-07-13,MSFT,IEXG,24:00:00,Monday,215.8,206.5,91382619.0,0
2020-07-14 00:00:00+00:00,206.13,208.35,207.07,2020-07-14,MSFT,IEXG,24:00:00,Tuesday,208.85,202.03,89518286.0,0
2020-07-15 00:00:00+00:00,209.56,208.04,208.35,2020-07-15,MSFT,IEXG,24:00:00,Wednesday,211.33,205.03,121703108.0,0
2020-07-16 00:00:00+00:00,205.4,203.92,208.04,2020-07-16,MSFT,IEXG,24:00:00,Thursday,205.7,202.31,120916935.0,0
2020-07-17 00:00:00+00:00,204.47,202.88,203.92,2020-07-17,MSFT,IEXG,24:00:00,Friday,205.04,201.39,118575268.0,0
2020-07-20 00:00:00+00:00,205.0,211.6,202.88,2020-07-20,MSFT,IEXG,24:00:00,Monday,212.3,203.01,98929069.0,0
2020-07-21 00:00:00+00:00,213.66,208.75,211.6,2020-07-21,MSFT,IEXG,24:00:00,Tuesday,213.94,208.03,94612219.0,0
2020-07-22 00:00:00+00:00,209.2,211.75,208.75,2020-07-22,MSFT,IEXG,24:00:00,Wednesday,212.3,205.0,130809989.0,0
2020-07-23 00:00:00+00:00,207.19,202.54,211.75,2020-07-23,MSFT,IEXG,24:00:00,Thursday,210.92,202.15,199274335.0,0
2020-07-24 00:00:00+00:00,200.42,201.3,202.54,2020-07-24,MSFT,IEXG,24:00:00,Friday,202.86,197.51,118462404.0,0
2020-07-27 00:00:00+00:00,201.47,203.85,201.3,2020-07-27,MSFT,IEXG,24:00:00,Monday,203.97,200.86,93767229.0,0
2020-07-28 00:00:00+00:00,203.61,202.02,203.85,2020-07-28,MSFT,IEXG,24:00:00,Tuesday,204.7,201.74,60068171.0,0
2020-07-29 00:00:00+00:00,202.5,204.06,202.02,2020-07-29,MSFT,IEXG,24:00:00,Wednesday,204.65,202.01,73637150.0,0
2020-07-30 00:00:00+00:00,201.0,203.9,204.06,2020-07-30,MSFT,IEXG,24:00:00,Thursday,204.46,199.57,82609190.0,0
