dia,open,last,close,date,symbol,exchange,hora,weekday,high_max,low_min,volume_sum,spline
2020-06-01 00:00:00+00:00,173.1,176.36,174.79,2020-06-01,CRM,IEXG,24:00:00,Monday,177.52,172.68,9209286.0,0
2020-06-02 00:00:00+00:00,174.605,173.64,176.36,2020-06-02,CRM,IEXG,16:28:01,Tuesday,174.745,171.26,6927014.0,0
2020-06-03 00:00:00+00:00,175.18679674131255,171.22596483415526,176.45829315662942,2020-06-03,CRM,IEXG,,,175.40481304637572,170.6126638887044,19399349.64609367,1
2020-06-04 00:00:00+00:00,175.0,171.44,174.99,2020-06-04,CRM,IEXG,24:00:00,Thursday,175.43,170.0,55193507.0,0
2020-06-05 00:00:00+00:00,170.11,173.88,171.44,2020-06-05,CRM,IEXG,24:00:00,Friday,174.19,167.0,96007306.0,0
2020-06-08 00:00:00+00:00,173.63,176.55,173.88,2020-06-08,CRM,IEXG,24:00:00,Monday,176.57,172.66,19402814.0,0
2020-06-09 00:00:00+00:00,176.0,174.56,176.55,2020-06-09,CRM,IEXG,24:00:00,Tuesday,176.0,173.53,13289336.0,0
2020-06-10 00:00:00+00:00,166.00952078929438,171.88532722641034,173.53629388513642,2020-06-10,CRM,IEXG,,,176.6427109547829,173.33238361919263,9064421.84985715,1
2020-06-11 00:00:00+00:00,172.03,172.03,172.03,2020-06-11,CRM,IEXG,24:00:00,Thursday,178.4,172.01,0.0,0
2020-06-12 00:00:00+00:00,175.13,175.13,175.13,2020-06-12,CRM,IEXG,24:00:00,Friday,177.595,171.91,0.0,0
2020-06-15 00:00:00+00:00,172.0,178.61,175.11,2020-06-15,CRM,IEXG,24:00:00,Monday,178.9,171.27,15995010.0,0
2020-06-16 00:00:00+00:00,180.01,180.48,178.61,2020-06-16,CRM,IEXG,24:00:00,Tuesday,182.5,178.01,6025972.0,0
2020-06-17 00:00:00+00:00,180.97,181.4,180.48,2020-06-17,CRM,IEXG,24:00:00,Wednesday,182.745,180.68,29125483.0,0
2020-06-18 00:00:00+00:00,181.91,187.66,181.4,2020-06-18,CRM,IEXG,24:00:00,Thursday,189.0,181.615,60358830.0,0
2020-06-19 00:00:00+00:00,189.5,186.95,187.66,2020-06-19,CRM,IEXG,24:00:00,Friday,191.25,185.49,50560712.0,0
2020-06-22 00:00:00+00:00,187.03,191.65,186.95,2020-06-22,CRM,IEXG,24:00:00,Monday,192.5,187.0,54971921.0,0
2020-06-23 00:00:00+00:00,192.0,189.06,191.65,2020-06-23,CRM,IEXG,24:00:00,Tuesday,194.09,188.59,49889899.0,0
2020-06-24 00:00:00+00:00,187.51,185.55,189.06,2020-06-24,CRM,IEXG,24:00:00,Wednesday,189.3,184.04,30513388.0,0
2020-06-25 00:00:00+00:00,186.14,188.34,185.55,2020-06-25,CRM,IEXG,24:00:00,Thursday,188.7661,184.44,20830791.0,0
2020-06-26 00:00:00+00:00,188.0,183.17,188.34,2020-06-26,CRM,IEXG,24:00:00,Friday,188.22,183.02,22147879.0,0
2020-06-29 00:00:00+00:00,183.32,183.33,183.17,2020-06-29,CRM,IEXG,24:00:00,Monday,183.7099,180.0,24366413.0,0
2020-06-30 00:00:00+00:00,183.45,187.33,183.33,2020-06-30,CRM,IEXG,24:00:00,Tuesday,187.89,183.13,17751147.0,0
2020-07-01 00:00:00+00:00,188.1,191.89,187.33,2020-07-01,CRM,IEXG,24:00:00,Wednesday,192.82,187.46,27426125.0,0
2020-07-02 00:00:00+00:00,193.16,192.53,191.89,2020-07-02,CRM,IEXG,24:00:00,Thursday,195.39,192.29,25972244.0,0
2020-07-03 00:00:00+00:00,195.15218440172654,197.02109887870228,190.48474224388596,2020-07-03,CRM,IEXG,,,197.94823282707333,194.74843470474136,25982194.001226906,1
2020-07-06 00:00:00+00:00,194.44,197.72,192.53,2020-07-06,CRM,IEXG,24:00:00,Monday,199.45,193.84,30282666.0,0
2020-07-07 00:00:00+00:00,197.66,196.38,197.72,2020-07-07,CRM,IEXG,24:00:00,Tuesday,200.22,196.21,35418300.0,0
2020-07-08 00:00:00+00:00,198.0,200.28,196.38,2020-07-08,CRM,IEXG,24:00:00,Wednesday,201.2,197.35,27020648.0,0
2020-07-09 00:00:00+00:00,202.02,200.74,200.28,2020-07-09,CRM,IEXG,24:00:00,Thursday,202.82,195.64,28391039.0,0
2020-07-10 00:00:00+00:00,200.06,198.88,200.74,2020-07-10,CRM,IEXG,24:00:00,Friday,200.72,197.08,31735906.0,0
2020-07-13 00:00:00+00:00,200.0,188.34,198.88,2020-07-13,CRM,IEXG,24:00:00,Monday,200.26,188.03,27848428.0,0
2020-07-14 00:00:00+00:00,185.99,189.56,188.34,2020-07-14,CRM,IEXG,24:00:00,Tuesday,189.96,183.3,32890608.0,0
2020-07-15 00:00:00+00:00,191.03,188.09,189.56,2020-07-15,CRM,IEXG,24:00:00,Wednesday,192.1,186.75,59241029.0,0
2020-07-16 00:00:00+00:00,186.42,185.51,188.09,2020-07-16,CRM,IEXG,24:00:00,Thursday,186.86,181.93,85440287.0,0
2020-07-17 00:00:00+00:00,187.14,187.78,185.51,2020-07-17,CRM,IEXG,24:00:00,Friday,188.4,183.36,40788358.0,0
2020-07-20 00:00:00+00:00,187.9,195.09,187.78,2020-07-20,CRM,IEXG,24:00:00,Monday,195.31,187.27,42921462.0,0
2020-07-21 00:00:00+00:00,196.0,190.8,195.09,2020-07-21,CRM,IEXG,24:00:00,Tuesday,196.5,189.48,34245117.0,0
2020-07-22 00:00:00+00:00,190.78,191.31,190.8,2020-07-22,CRM,IEXG,24:00:00,Wednesday,191.87,188.87,17201455.0,0
2020-07-23 00:00:00+00:00,191.48,188.54,191.31,2020-07-23,CRM,IEXG,24:00:00,Thursday,194.57,187.51,12938304.0,0
2020-07-24 00:00:00+00:00,186.06,188.49,188.54,2020-07-24,CRM,IEXG,24:00:00,Friday,188.94,184.375,16493543.0,0
2020-07-27 00:00:00+00:00,189.9,190.96,188.49,2020-07-27,CRM,IEXG,24:00:00,Monday,191.56,188.65,41667767.0,0
2020-07-28 00:00:00+00:00,191.0,189.5,190.96,2020-07-28,CRM,IEXG,24:00:00,Tuesday,192.97,189.05,19725009.0,0
2020-07-29 00:00:00+00:00,190.15,193.61,189.5,2020-07-29,CRM,IEXG,24:00:00,Wednesday,194.555,189.75,23701966.0,0
2020-07-30 00:00:00+00:00,190.09,191.7,193.61,2020-07-30,CRM,IEXG,24:00:00,Thursday,191.92,187.37,36451930.0,0
2020-07-31 00:00:00+00:00,193.0,194.85,191.7,2020-07-31,CRM,IEXG,24:00:00,Friday,194.99,190.6696,21377050.0,0
2020-08-03 00:00:00+00:00,197.8,203.19,194.85,2020-08-03,CRM,IEXG,24:00:00,Monday,204.79,196.57,32899153.0,0
2020-08-04 00:00:00+00:00,203.0,201.41,203.19,2020-08-04,CRM,IEXG,24:00:00,Tuesday,203.39,198.9,24727738.0,0
2020-08-05 00:00:00+00:00,202.8,202.64,201.41,2020-08-05,CRM,IEXG,24:00:00,Wednesday,203.9,201.58,21611800.0,0
2020-08-06 00:00:00+00:00,202.97,207.79,202.64,2020-08-06,CRM,IEXG,24:00:00,Thursday,209.95,202.4,37701647.0,0
2020-08-07 00:00:00+00:00,206.62,201.05,207.79,2020-08-07,CRM,IEXG,24:00:00,Friday,206.94,198.58,24488505.0,0
2020-08-10 00:00:00+00:00,200.4,197.16,201.05,2020-08-10,CRM,IEXG,24:00:00,Monday,201.48,195.72,32715882.0,0
2020-08-11 00:00:00+00:00,193.62,191.99,197.16,2020-08-11,CRM,IEXG,24:00:00,Tuesday,195.84,191.72,29091892.0,0
2020-08-12 00:00:00+00:00,193.0,192.62,191.99,2020-08-12,CRM,IEXG,24:00:00,Wednesday,195.418,192.12,18016132.0,0
2020-08-13 00:00:00+00:00,193.32,195.14,192.62,2020-08-13,CRM,IEXG,24:00:00,Thursday,198.07,193.23,23162256.0,0
2020-08-14 00:00:00+00:00,195.22,193.46,195.14,2020-08-14,CRM,IEXG,24:00:00,Friday,195.48,192.52,9594934.0,0
2020-08-17 00:00:00+00:00,195.34,196.74,193.46,2020-08-17,CRM,IEXG,24:00:00,Monday,197.07,194.416,11267735.0,0
2020-08-18 00:00:00+00:00,199.33,204.01,196.74,2020-08-18,CRM,IEXG,24:00:00,Tuesday,204.8,198.67,41240313.0,0
2020-08-19 00:00:00+00:00,204.0,205.11,204.01,2020-08-19,CRM,IEXG,24:00:00,Wednesday,207.1,200.03,40315958.0,0
2020-08-20 00:00:00+00:00,203.85,209.51,205.11,2020-08-20,CRM,IEXG,24:00:00,Thursday,210.11,203.51,26581930.0,0
2020-08-21 00:00:00+00:00,209.94,207.53,209.51,2020-08-21,CRM,IEXG,24:00:00,Friday,210.0,206.25,30696136.0,0
2020-08-24 00:00:00+00:00,208.88,208.46,207.53,2020-08-24,CRM,IEXG,24:00:00,Monday,209.29,205.15,25629189.0,0
2020-08-25 00:00:00+00:00,213.22,216.05,208.46,2020-08-25,CRM,IEXG,24:00:00,Tuesday,241.42,210.8,117249703.0,0
2020-08-26 00:00:00+00:00,251.96,272.32,216.05,2020-08-26,CRM,IEXG,24:00:00,Wednesday,277.97,246.78,427191761.0,0
2020-08-27 00:00:00+00:00,267.0,276.32,272.32,2020-08-27,CRM,IEXG,24:00:00,Thursday,278.28,260.84,103603609.0,0
2020-08-28 00:00:00+00:00,271.28,271.1,276.32,2020-08-28,CRM,IEXG,24:00:00,Friday,275.75,267.4,83575373.0,0
2020-08-31 00:00:00+00:00,270.0,272.65,271.1,2020-08-31,CRM,IEXG,24:00:00,Monday,274.71,265.91,73622373.0,0
2020-09-01 00:00:00+00:00,271.0,281.25,272.65,2020-09-01,CRM,IEXG,24:00:00,Tuesday,281.93,270.58,58805139.0,0
2020-09-02 00:00:00+00:00,283.47,276.69,281.25,2020-09-02,CRM,IEXG,24:00:00,Wednesday,284.5,268.57,27156573.0,0
2020-09-03 00:00:00+00:00,270.58,265.01,276.69,2020-09-03,CRM,IEXG,24:00:00,Thursday,271.75,257.41,48363184.0,0
2020-09-04 00:00:00+00:00,262.98,254.7,265.01,2020-09-04,CRM,IEXG,24:00:00,Friday,265.67,243.2,86052604.0,0
2020-09-07 00:00:00+00:00,245.2910613758704,246.5201179816286,270.2424688248007,2020-09-07,CRM,IEXG,,,257.05032870203803,238.384313664032,78567165.50211091,1
2020-09-08 00:00:00+00:00,240.565,241.27,254.7,2020-09-08,CRM,IEXG,24:00:00,Tuesday,253.675,240.1401,62449912.0,0
2020-09-09 00:00:00+00:00,246.4,250.43,241.27,2020-09-09,CRM,IEXG,24:00:00,Wednesday,253.45,242.96,66271343.0,0
2020-09-10 00:00:00+00:00,254.81,247.8,250.43,2020-09-10,CRM,IEXG,24:00:00,Thursday,256.5071,246.97,13238745.0,0
2020-09-11 00:00:00+00:00,250.72,243.1,247.8,2020-09-11,CRM,IEXG,24:00:00,Friday,251.3,239.45,22770133.0,0
2020-09-14 00:00:00+00:00,246.31,246.64,243.1,2020-09-14,CRM,IEXG,24:00:00,Monday,248.87,244.04,16594403.0,0
2020-09-15 00:00:00+00:00,251.37,251.68,246.64,2020-09-15,CRM,IEXG,24:00:00,Tuesday,251.94,248.5101,19552844.0,0
2020-09-16 00:00:00+00:00,254.67,250.6,251.68,2020-09-16,CRM,IEXG,24:00:00,Wednesday,255.43,250.23,24392514.0,0
2020-09-17 00:00:00+00:00,246.12,244.53,250.6,2020-09-17,CRM,IEXG,24:00:00,Thursday,248.815,241.31,17112749.0,0
2020-09-18 00:00:00+00:00,245.13,242.78,244.53,2020-09-18,CRM,IEXG,24:00:00,Friday,248.11,238.7101,14638681.0,0
2020-09-21 00:00:00+00:00,238.97,245.05,242.78,2020-09-21,CRM,IEXG,24:00:00,Monday,245.13,236.8,19452676.0,0
2020-09-22 00:00:00+00:00,246.74,247.78,245.05,2020-09-22,CRM,IEXG,24:00:00,Tuesday,248.57,241.26,19784750.0,0
2020-09-23 00:00:00+00:00,248.485,235.99,247.78,2020-09-23,CRM,IEXG,24:00:00,Wednesday,248.77,235.35,50442750.0,0
2020-09-24 00:00:00+00:00,235.84,237.55,235.99,2020-09-24,CRM,IEXG,24:00:00,Thursday,239.9574,233.63,23404643.0,0
2020-09-25 00:00:00+00:00,237.39,242.74,237.55,2020-09-25,CRM,IEXG,24:00:00,Friday,243.945,235.05,19248907.0,0
2020-09-28 00:00:00+00:00,247.56,246.67,242.74,2020-09-28,CRM,IEXG,24:00:00,Monday,248.58,242.21,15453652.0,0
2020-09-29 00:00:00+00:00,245.26,247.45,246.67,2020-09-29,CRM,IEXG,24:00:00,Tuesday,247.8965,244.5,13751121.0,0
2020-09-30 00:00:00+00:00,246.65,251.32,247.45,2020-09-30,CRM,IEXG,24:00:00,Wednesday,255.4068,246.221,30288989.0,0
2020-10-01 00:00:00+00:00,253.18,253.45,251.32,2020-10-01,CRM,IEXG,24:00:00,Thursday,254.67,250.81,45593732.0,0
2020-10-02 00:00:00+00:00,249.75,247.85,253.45,2020-10-02,CRM,IEXG,24:00:00,Friday,254.95,247.21,44959481.0,0
2020-10-05 00:00:00+00:00,250.0,251.53,247.85,2020-10-05,CRM,IEXG,24:00:00,Monday,253.28,249.0,31594408.0,0
2020-10-06 00:00:00+00:00,252.73,250.14,251.53,2020-10-06,CRM,IEXG,24:00:00,Tuesday,257.29,249.0,43454024.0,0
2020-10-07 00:00:00+00:00,252.2,259.98,250.14,2020-10-07,CRM,IEXG,24:00:00,Wednesday,260.74,252.2,43022907.0,0
2020-10-08 00:00:00+00:00,264.2,260.22,259.98,2020-10-08,CRM,IEXG,24:00:00,Thursday,264.62,257.08,45632736.0,0
2020-10-09 00:00:00+00:00,262.9,265.98,260.22,2020-10-09,CRM,IEXG,24:00:00,Friday,266.05,261.5,33940428.0,0
